locs,techs,timesteps,required_resource
SUD,demand_power,2019-04-02 13:00:00,-1941305.25
SUD,demand_power,2019-04-02 14:00:00,-1975661.25
SUD,demand_power,2019-04-02 15:00:00,-2035207.25
SUD,demand_power,2019-04-02 16:00:00,-2019083.25
SUD,demand_power,2019-04-02 17:00:00,-2383351.25
SUD,demand_power,2019-04-02 18:00:00,-2630006.75
SUD,demand_power,2019-04-02 19:00:00,-3060347.25
SUD,demand_power,2019-04-02 20:00:00,-2983410.75
SUD,demand_power,2019-04-02 21:00:00,-2833185.5
SUD,demand_power,2019-04-02 22:00:00,-2637107.25
SUD,demand_power,2019-04-02 23:00:00,-2362934.25
SUD,demand_power,2019-04-03 00:00:00,-2257982.5
SUD,demand_power,2019-04-03 01:00:00,-2224372.25
SUD,demand_power,2019-04-03 02:00:00,-2210688.25
SUD,demand_power,2019-04-03 03:00:00,-2210826.0
SUD,demand_power,2019-04-03 04:00:00,-2412394.0
SUD,demand_power,2019-04-03 05:00:00,-2755519.75
SUD,demand_power,2019-04-03 06:00:00,-3192180.75
SUD,demand_power,2019-04-03 07:00:00,-3402668.0
SUD,demand_power,2019-04-03 08:00:00,-3568721.0
SUD,demand_power,2019-04-03 09:00:00,-3535355.5
SUD,demand_power,2019-04-03 10:00:00,-3532187.0
SUD,demand_power,2019-04-03 11:00:00,-3681373.0
SUD,demand_power,2019-04-03 12:00:00,-3795023.25
SUD,demand_power,2019-04-03 13:00:00,-3779318.25
SUD,demand_power,2019-04-03 14:00:00,-3795803.25
SUD,demand_power,2019-04-03 15:00:00,-3789190.75
SUD,demand_power,2019-04-03 16:00:00,-3730210.5
SUD,demand_power,2019-04-03 17:00:00,-3739460.75
SUD,demand_power,2019-04-03 18:00:00,-3926762.75
SUD,demand_power,2019-04-03 19:00:00,-4055809.0
SUD,demand_power,2019-04-03 20:00:00,-3775324.5
SUD,demand_power,2019-04-03 21:00:00,-3477777.25
SUD,demand_power,2019-04-03 22:00:00,-3118070.75
SUD,demand_power,2019-04-03 23:00:00,-2837387.25
