Time,VIE,MAZZ,SARD_SE,SARD_NE,SML
17/03/2019 06:00:00,0.197,0.255,0.07,0.188,0.538
17/03/2019 07:00:00,0.177,0.223,0.034,0.154,0.627
17/03/2019 08:00:00,0.162,0.203,0.022,0.127,0.7
17/03/2019 09:00:00,0.149,0.198,0.02,0.118,0.724
17/03/2019 10:00:00,0.147,0.2,0.031,0.111,0.715
17/03/2019 11:00:00,0.182,0.196,0.04,0.096,0.698
17/03/2019 12:00:00,0.255,0.191,0.053,0.094,0.688
17/03/2019 13:00:00,0.344,0.181,0.078,0.093,0.704
17/03/2019 14:00:00,0.425,0.17,0.104,0.084,0.74
17/03/2019 15:00:00,0.488,0.149,0.127,0.066,0.783
17/03/2019 16:00:00,0.5,0.141,0.172,0.051,0.816
17/03/2019 17:00:00,0.459,0.161,0.188,0.046,0.856
17/03/2019 18:00:00,0.398,0.196,0.155,0.068,0.88
17/03/2019 19:00:00,0.352,0.232,0.114,0.109,0.887
17/03/2019 20:00:00,0.293,0.252,0.082,0.173,0.89
17/03/2019 21:00:00,0.27,0.259,0.061,0.248,0.888
17/03/2019 22:00:00,0.292,0.252,0.05,0.347,0.877
17/03/2019 23:00:00,0.31,0.238,0.047,0.464,0.851
18/03/2019 00:00:00,0.322,0.227,0.063,0.526,0.824
18/03/2019 01:00:00,0.354,0.225,0.123,0.582,0.799
18/03/2019 02:00:00,0.367,0.234,0.247,0.658,0.781
18/03/2019 03:00:00,0.346,0.236,0.42,0.743,0.753
18/03/2019 04:00:00,0.311,0.22,0.583,0.813,0.737
18/03/2019 05:00:00,0.274,0.202,0.664,0.87,0.729
18/03/2019 06:00:00,0.218,0.196,0.744,0.9,0.734
18/03/2019 07:00:00,0.179,0.208,0.787,0.948,0.743
18/03/2019 08:00:00,0.175,0.245,0.791,0.96,0.757
18/03/2019 09:00:00,0.196,0.292,0.773,0.959,0.782
18/03/2019 10:00:00,0.2,0.309,0.781,0.949,0.801
18/03/2019 11:00:00,0.194,0.283,0.819,0.931,0.805
18/03/2019 12:00:00,0.205,0.235,0.872,0.901,0.799
18/03/2019 13:00:00,0.233,0.19,0.931,0.857,0.787
18/03/2019 14:00:00,0.261,0.192,0.945,0.793,0.775
18/03/2019 15:00:00,0.289,0.248,0.93,0.738,0.757
18/03/2019 16:00:00,0.291,0.334,0.896,0.695,0.73
18/03/2019 17:00:00,0.312,0.422,0.846,0.659,0.718
18/03/2019 18:00:00,0.375,0.481,0.793,0.595,0.72
18/03/2019 19:00:00,0.472,0.506,0.758,0.552,0.714
18/03/2019 20:00:00,0.494,0.507,0.748,0.53,0.697
18/03/2019 21:00:00,0.451,0.511,0.75,0.52,0.673
18/03/2019 22:00:00,0.386,0.519,0.758,0.501,0.638
18/03/2019 23:00:00,0.321,0.538,0.762,0.461,0.594
19/03/2019 00:00:00,0.272,0.583,0.75,0.41,0.554
19/03/2019 01:00:00,0.232,0.635,0.739,0.355,0.516
19/03/2019 02:00:00,0.193,0.682,0.722,0.332,0.491
19/03/2019 03:00:00,0.154,0.706,0.675,0.333,0.488
19/03/2019 04:00:00,0.133,0.714,0.608,0.365,0.504
19/03/2019 05:00:00,0.119,0.713,0.522,0.457,0.523
19/03/2019 06:00:00,0.112,0.683,0.412,0.586,0.532
19/03/2019 07:00:00,0.125,0.63,0.329,0.692,0.538
19/03/2019 08:00:00,0.151,0.565,0.235,0.739,0.535
19/03/2019 09:00:00,0.172,0.504,0.138,0.723,0.481
19/03/2019 10:00:00,0.186,0.472,0.061,0.682,0.398
19/03/2019 11:00:00,0.215,0.483,0.014,0.644,0.32
19/03/2019 12:00:00,0.268,0.526,0.002,0.601,0.261
19/03/2019 13:00:00,0.32,0.578,0.002,0.558,0.203
19/03/2019 14:00:00,0.362,0.623,0.013,0.535,0.149
19/03/2019 15:00:00,0.391,0.645,0.035,0.546,0.1
19/03/2019 16:00:00,0.403,0.665,0.041,0.574,0.059
19/03/2019 17:00:00,0.403,0.697,0.053,0.626,0.028
19/03/2019 18:00:00,0.391,0.705,0.085,0.699,0.011
19/03/2019 19:00:00,0.373,0.697,0.127,0.777,0.009
19/03/2019 20:00:00,0.343,0.672,0.17,0.843,0.02
19/03/2019 21:00:00,0.313,0.618,0.225,0.863,0.049
19/03/2019 22:00:00,0.291,0.542,0.29,0.826,0.093
19/03/2019 23:00:00,0.283,0.488,0.376,0.776,0.148
20/03/2019 00:00:00,0.296,0.457,0.475,0.745,0.192
20/03/2019 01:00:00,0.325,0.447,0.556,0.741,0.211
20/03/2019 02:00:00,0.366,0.459,0.617,0.753,0.235
20/03/2019 03:00:00,0.393,0.485,0.675,0.803,0.306
20/03/2019 04:00:00,0.406,0.496,0.728,0.86,0.413
20/03/2019 05:00:00,0.422,0.489,0.733,0.891,0.504
20/03/2019 06:00:00,0.426,0.468,0.675,0.898,0.566
20/03/2019 07:00:00,0.42,0.447,0.692,0.911,0.626
20/03/2019 08:00:00,0.379,0.432,0.636,0.913,0.679
20/03/2019 09:00:00,0.344,0.372,0.574,0.891,0.744
20/03/2019 10:00:00,0.342,0.299,0.565,0.86,0.796
20/03/2019 11:00:00,0.376,0.285,0.602,0.832,0.829
20/03/2019 12:00:00,0.441,0.358,0.672,0.809,0.845
20/03/2019 13:00:00,0.516,0.459,0.741,0.798,0.851
20/03/2019 14:00:00,0.586,0.544,0.824,0.794,0.85
20/03/2019 15:00:00,0.627,0.58,0.877,0.813,0.836
20/03/2019 16:00:00,0.632,0.556,0.88,0.829,0.833
20/03/2019 17:00:00,0.618,0.505,0.879,0.86,0.842
20/03/2019 18:00:00,0.582,0.525,0.893,0.914,0.841
20/03/2019 19:00:00,0.532,0.547,0.888,0.952,0.822
20/03/2019 20:00:00,0.498,0.619,0.867,0.963,0.77
20/03/2019 21:00:00,0.498,0.69,0.872,0.955,0.697
20/03/2019 22:00:00,0.491,0.758,0.894,0.923,0.641
20/03/2019 23:00:00,0.479,0.818,0.922,0.898,0.519
21/03/2019 00:00:00,0.476,0.851,0.933,0.868,0.309
21/03/2019 01:00:00,0.482,0.898,0.939,0.857,0.168
21/03/2019 02:00:00,0.501,0.924,0.955,0.852,0.096
21/03/2019 03:00:00,0.488,0.931,0.96,0.857,0.035
21/03/2019 04:00:00,0.432,0.919,0.953,0.858,0.017
21/03/2019 05:00:00,0.367,0.89,0.948,0.87,0.034
21/03/2019 06:00:00,0.312,0.868,0.935,0.863,0.067
21/03/2019 07:00:00,0.289,0.849,0.917,0.864,0.132
21/03/2019 08:00:00,0.266,0.858,0.905,0.851,0.262
21/03/2019 09:00:00,0.256,0.866,0.902,0.817,0.256
21/03/2019 10:00:00,0.246,0.879,0.876,0.777,0.128
21/03/2019 11:00:00,0.208,0.897,0.85,0.757,0.021
21/03/2019 12:00:00,0.162,0.921,0.862,0.748,0.024
21/03/2019 13:00:00,0.168,0.952,0.89,0.727,0.139
21/03/2019 14:00:00,0.237,0.968,0.92,0.701,0.334
21/03/2019 15:00:00,0.341,0.972,0.923,0.683,0.463
21/03/2019 16:00:00,0.476,0.969,0.931,0.619,0.501
21/03/2019 17:00:00,0.599,0.965,0.943,0.619,0.453
21/03/2019 18:00:00,0.644,0.957,0.951,0.668,0.289
21/03/2019 19:00:00,0.624,0.938,0.944,0.722,0.107
21/03/2019 20:00:00,0.564,0.912,0.917,0.77,0.088
21/03/2019 21:00:00,0.491,0.893,0.932,0.8,0.21
21/03/2019 22:00:00,0.399,0.888,0.941,0.737,0.28
21/03/2019 23:00:00,0.347,0.852,0.944,0.638,0.289
22/03/2019 00:00:00,0.337,0.782,0.929,0.557,0.321
22/03/2019 01:00:00,0.328,0.72,0.936,0.523,0.264
22/03/2019 02:00:00,0.315,0.678,0.931,0.537,0.196
22/03/2019 03:00:00,0.291,0.661,0.91,0.571,0.175
22/03/2019 04:00:00,0.259,0.62,0.858,0.588,0.171
22/03/2019 05:00:00,0.246,0.586,0.803,0.578,0.162
22/03/2019 06:00:00,0.237,0.531,0.789,0.547,0.151
22/03/2019 07:00:00,0.251,0.466,0.799,0.55,0.152
22/03/2019 08:00:00,0.247,0.43,0.755,0.557,0.121
22/03/2019 09:00:00,0.24,0.325,0.674,0.501,0.066
22/03/2019 10:00:00,0.224,0.26,0.623,0.407,0.025
22/03/2019 11:00:00,0.193,0.358,0.601,0.341,0.024
22/03/2019 12:00:00,0.18,0.482,0.654,0.302,0.053
22/03/2019 13:00:00,0.205,0.501,0.705,0.276,0.115
22/03/2019 14:00:00,0.267,0.459,0.722,0.259,0.225
22/03/2019 15:00:00,0.343,0.422,0.697,0.253,0.343
22/03/2019 16:00:00,0.42,0.362,0.618,0.233,0.425
22/03/2019 17:00:00,0.489,0.261,0.557,0.212,0.484
22/03/2019 18:00:00,0.525,0.22,0.568,0.184,0.538
22/03/2019 19:00:00,0.532,0.263,0.645,0.146,0.602
22/03/2019 20:00:00,0.507,0.334,0.682,0.118,0.642
22/03/2019 21:00:00,0.484,0.422,0.685,0.119,0.589
22/03/2019 22:00:00,0.45,0.425,0.644,0.161,0.469
22/03/2019 23:00:00,0.381,0.41,0.589,0.215,0.328
23/03/2019 00:00:00,0.278,0.386,0.527,0.246,0.2
23/03/2019 01:00:00,0.203,0.32,0.453,0.241,0.113
23/03/2019 02:00:00,0.175,0.244,0.374,0.212,0.083
23/03/2019 03:00:00,0.166,0.204,0.35,0.189,0.092
23/03/2019 04:00:00,0.175,0.195,0.353,0.165,0.102
23/03/2019 05:00:00,0.187,0.184,0.337,0.147,0.093
23/03/2019 06:00:00,0.182,0.148,0.295,0.143,0.068
23/03/2019 07:00:00,0.183,0.097,0.209,0.172,0.06
23/03/2019 08:00:00,0.186,0.057,0.184,0.26,0.058
23/03/2019 09:00:00,0.197,0.032,0.143,0.278,0.03
23/03/2019 10:00:00,0.207,0.017,0.081,0.239,0.013
23/03/2019 11:00:00,0.186,0.022,0.039,0.217,0.022
23/03/2019 12:00:00,0.159,0.067,0.018,0.202,0.042
23/03/2019 13:00:00,0.184,0.156,0.012,0.181,0.099
23/03/2019 14:00:00,0.269,0.283,0.02,0.147,0.179
23/03/2019 15:00:00,0.356,0.394,0.027,0.115,0.235
23/03/2019 16:00:00,0.436,0.442,0.03,0.085,0.272
23/03/2019 17:00:00,0.521,0.424,0.022,0.061,0.328
23/03/2019 18:00:00,0.586,0.355,0.011,0.042,0.41
23/03/2019 19:00:00,0.62,0.281,0.008,0.025,0.526
23/03/2019 20:00:00,0.607,0.223,0.014,0.011,0.605
23/03/2019 21:00:00,0.563,0.197,0.02,0.005,0.646
23/03/2019 22:00:00,0.513,0.192,0.026,0.009,0.666
23/03/2019 23:00:00,0.444,0.191,0.035,0.025,0.661
24/03/2019 00:00:00,0.368,0.187,0.045,0.041,0.631
24/03/2019 01:00:00,0.303,0.186,0.051,0.046,0.566
24/03/2019 02:00:00,0.255,0.188,0.051,0.047,0.476
24/03/2019 03:00:00,0.201,0.175,0.042,0.05,0.369
24/03/2019 04:00:00,0.15,0.136,0.032,0.054,0.27
24/03/2019 05:00:00,0.108,0.099,0.021,0.06,0.177
24/03/2019 06:00:00,0.063,0.063,0.012,0.065,0.108
24/03/2019 07:00:00,0.035,0.045,0.003,0.055,0.125
24/03/2019 08:00:00,0.021,0.051,0.003,0.029,0.178
24/03/2019 09:00:00,0.016,0.065,0.001,0.025,0.186
24/03/2019 10:00:00,0.022,0.093,0.006,0.031,0.15
24/03/2019 11:00:00,0.036,0.142,0.045,0.033,0.105
24/03/2019 12:00:00,0.054,0.21,0.092,0.031,0.068
24/03/2019 13:00:00,0.069,0.279,0.145,0.032,0.043
24/03/2019 14:00:00,0.076,0.334,0.203,0.042,0.043
24/03/2019 15:00:00,0.068,0.351,0.244,0.079,0.061
24/03/2019 16:00:00,0.049,0.334,0.274,0.114,0.074
24/03/2019 17:00:00,0.031,0.294,0.295,0.158,0.078
24/03/2019 18:00:00,0.02,0.231,0.297,0.207,0.069
24/03/2019 19:00:00,0.03,0.169,0.3,0.261,0.053
24/03/2019 20:00:00,0.08,0.125,0.291,0.308,0.041
24/03/2019 21:00:00,0.155,0.107,0.272,0.358,0.039
24/03/2019 22:00:00,0.222,0.106,0.249,0.4,0.047
24/03/2019 23:00:00,0.286,0.106,0.226,0.423,0.06
25/03/2019 00:00:00,0.357,0.099,0.212,0.442,0.076
25/03/2019 01:00:00,0.403,0.086,0.215,0.458,0.086
25/03/2019 02:00:00,0.427,0.072,0.231,0.477,0.084
25/03/2019 03:00:00,0.443,0.059,0.254,0.491,0.059
25/03/2019 04:00:00,0.461,0.06,0.278,0.504,0.028
25/03/2019 05:00:00,0.452,0.078,0.299,0.51,0.009
25/03/2019 06:00:00,0.37,0.102,0.285,0.46,0.003
25/03/2019 07:00:00,0.328,0.133,0.266,0.465,0.013
25/03/2019 08:00:00,0.28,0.157,0.335,0.484,0.041
25/03/2019 09:00:00,0.203,0.194,0.387,0.505,0.057
25/03/2019 10:00:00,0.154,0.241,0.479,0.54,0.066
25/03/2019 11:00:00,0.121,0.273,0.581,0.586,0.076
25/03/2019 12:00:00,0.085,0.294,0.666,0.635,0.087
25/03/2019 13:00:00,0.044,0.299,0.725,0.686,0.101
25/03/2019 14:00:00,0.014,0.281,0.747,0.716,0.128
25/03/2019 15:00:00,0.009,0.256,0.745,0.754,0.184
25/03/2019 16:00:00,0.025,0.218,0.748,0.799,0.269
25/03/2019 17:00:00,0.093,0.214,0.727,0.828,0.322
25/03/2019 18:00:00,0.199,0.24,0.703,0.846,0.324
25/03/2019 19:00:00,0.332,0.286,0.75,0.852,0.309
25/03/2019 20:00:00,0.438,0.347,0.785,0.846,0.293
25/03/2019 21:00:00,0.468,0.425,0.808,0.806,0.252
25/03/2019 22:00:00,0.464,0.515,0.812,0.757,0.203
25/03/2019 23:00:00,0.433,0.605,0.791,0.658,0.154
26/03/2019 00:00:00,0.346,0.68,0.777,0.479,0.109
26/03/2019 01:00:00,0.176,0.759,0.823,0.253,0.085
26/03/2019 02:00:00,0.052,0.823,0.908,0.128,0.084
26/03/2019 03:00:00,0.12,0.819,0.951,0.117,0.094
26/03/2019 04:00:00,0.225,0.756,0.968,0.183,0.098
26/03/2019 05:00:00,0.376,0.667,0.972,0.447,0.086
26/03/2019 06:00:00,0.532,0.585,0.97,0.728,0.068
26/03/2019 07:00:00,0.621,0.607,0.954,0.837,0.067
26/03/2019 08:00:00,0.677,0.713,0.951,0.867,0.077
26/03/2019 09:00:00,0.637,0.799,0.937,0.873,0.087
26/03/2019 10:00:00,0.571,0.834,0.924,0.879,0.087
26/03/2019 11:00:00,0.573,0.84,0.919,0.898,0.076
26/03/2019 12:00:00,0.618,0.819,0.92,0.928,0.057
26/03/2019 13:00:00,0.658,0.795,0.912,0.958,0.043
26/03/2019 14:00:00,0.685,0.786,0.886,0.976,0.036
26/03/2019 15:00:00,0.682,0.774,0.859,0.984,0.041
26/03/2019 16:00:00,0.683,0.755,0.835,0.986,0.083
26/03/2019 17:00:00,0.716,0.725,0.793,0.986,0.142
26/03/2019 18:00:00,0.724,0.651,0.759,0.985,0.163
26/03/2019 19:00:00,0.71,0.59,0.733,0.983,0.134
26/03/2019 20:00:00,0.701,0.649,0.697,0.979,0.098
26/03/2019 21:00:00,0.71,0.637,0.642,0.968,0.069
26/03/2019 22:00:00,0.719,0.584,0.573,0.958,0.048
26/03/2019 23:00:00,0.729,0.561,0.504,0.944,0.041
27/03/2019 00:00:00,0.714,0.552,0.435,0.918,0.035
27/03/2019 01:00:00,0.661,0.54,0.367,0.885,0.02
27/03/2019 02:00:00,0.609,0.513,0.343,0.857,0.022
27/03/2019 03:00:00,0.57,0.466,0.407,0.844,0.044
27/03/2019 04:00:00,0.555,0.383,0.538,0.827,0.065
27/03/2019 05:00:00,0.556,0.367,0.676,0.817,0.084
27/03/2019 06:00:00,0.559,0.453,0.711,0.801,0.1
27/03/2019 07:00:00,0.571,0.547,0.766,0.811,0.119
27/03/2019 08:00:00,0.561,0.566,0.86,0.823,0.13
27/03/2019 09:00:00,0.501,0.56,0.897,0.819,0.121
27/03/2019 10:00:00,0.436,0.501,0.909,0.792,0.082
27/03/2019 11:00:00,0.454,0.439,0.919,0.763,0.06
27/03/2019 12:00:00,0.472,0.341,0.926,0.73,0.055
27/03/2019 13:00:00,0.478,0.271,0.92,0.682,0.048
27/03/2019 14:00:00,0.484,0.237,0.9,0.61,0.045
27/03/2019 15:00:00,0.463,0.157,0.871,0.535,0.045
27/03/2019 16:00:00,0.503,0.067,0.827,0.444,0.061
27/03/2019 17:00:00,0.623,0.02,0.785,0.4,0.101
27/03/2019 18:00:00,0.703,0.03,0.755,0.489,0.159
27/03/2019 19:00:00,0.729,0.077,0.717,0.642,0.264
27/03/2019 20:00:00,0.762,0.157,0.668,0.782,0.311
27/03/2019 21:00:00,0.815,0.24,0.615,0.862,0.196
27/03/2019 22:00:00,0.85,0.319,0.552,0.836,0.039
27/03/2019 23:00:00,0.892,0.416,0.493,0.808,0.008
28/03/2019 00:00:00,0.901,0.548,0.459,0.788,0.111
28/03/2019 01:00:00,0.874,0.68,0.479,0.794,0.219
28/03/2019 02:00:00,0.843,0.757,0.521,0.815,0.376
28/03/2019 03:00:00,0.837,0.808,0.552,0.85,0.583
28/03/2019 04:00:00,0.824,0.841,0.578,0.884,0.753
28/03/2019 05:00:00,0.787,0.864,0.59,0.899,0.794
28/03/2019 06:00:00,0.729,0.856,0.541,0.894,0.766
28/03/2019 07:00:00,0.651,0.836,0.571,0.897,0.727
28/03/2019 08:00:00,0.562,0.822,0.503,0.884,0.667
28/03/2019 09:00:00,0.473,0.828,0.387,0.847,0.531
28/03/2019 10:00:00,0.414,0.85,0.274,0.792,0.355
28/03/2019 11:00:00,0.382,0.874,0.187,0.746,0.264
28/03/2019 12:00:00,0.358,0.889,0.138,0.713,0.241
28/03/2019 13:00:00,0.377,0.902,0.118,0.679,0.251
28/03/2019 14:00:00,0.457,0.907,0.129,0.638,0.257
28/03/2019 15:00:00,0.561,0.899,0.185,0.606,0.207
28/03/2019 16:00:00,0.651,0.871,0.291,0.559,0.16
28/03/2019 17:00:00,0.682,0.838,0.381,0.529,0.149
28/03/2019 18:00:00,0.656,0.809,0.398,0.566,0.146
28/03/2019 19:00:00,0.633,0.772,0.362,0.615,0.14
28/03/2019 20:00:00,0.721,0.73,0.291,0.67,0.134
28/03/2019 21:00:00,0.842,0.719,0.19,0.7,0.156
28/03/2019 22:00:00,0.889,0.711,0.128,0.699,0.208
28/03/2019 23:00:00,0.919,0.7,0.119,0.637,0.323
29/03/2019 00:00:00,0.921,0.682,0.144,0.583,0.447
29/03/2019 01:00:00,0.906,0.684,0.189,0.538,0.505
29/03/2019 02:00:00,0.896,0.7,0.223,0.484,0.512
29/03/2019 03:00:00,0.876,0.697,0.239,0.452,0.498
29/03/2019 04:00:00,0.843,0.661,0.237,0.454,0.479
29/03/2019 05:00:00,0.818,0.633,0.215,0.457,0.462
29/03/2019 06:00:00,0.797,0.594,0.166,0.453,0.447
29/03/2019 07:00:00,0.778,0.61,0.119,0.481,0.42
29/03/2019 08:00:00,0.72,0.63,0.07,0.492,0.337
29/03/2019 09:00:00,0.615,0.649,0.029,0.459,0.212
29/03/2019 10:00:00,0.482,0.676,0.008,0.391,0.099
29/03/2019 11:00:00,0.374,0.697,0.005,0.314,0.058
29/03/2019 12:00:00,0.328,0.706,0.016,0.243,0.13
29/03/2019 13:00:00,0.362,0.711,0.036,0.186,0.311
29/03/2019 14:00:00,0.468,0.706,0.058,0.152,0.539
29/03/2019 15:00:00,0.595,0.687,0.081,0.133,0.717
29/03/2019 16:00:00,0.703,0.656,0.101,0.122,0.812
29/03/2019 17:00:00,0.778,0.618,0.111,0.12,0.882
29/03/2019 18:00:00,0.8,0.548,0.086,0.097,0.926
29/03/2019 19:00:00,0.763,0.455,0.059,0.067,0.943
29/03/2019 20:00:00,0.666,0.374,0.041,0.046,0.93
29/03/2019 21:00:00,0.541,0.334,0.03,0.036,0.901
29/03/2019 22:00:00,0.428,0.318,0.028,0.028,0.85
29/03/2019 23:00:00,0.334,0.316,0.029,0.025,0.772
30/03/2019 00:00:00,0.252,0.316,0.033,0.027,0.684
30/03/2019 01:00:00,0.191,0.317,0.041,0.033,0.618
30/03/2019 02:00:00,0.156,0.313,0.055,0.042,0.545
30/03/2019 03:00:00,0.135,0.308,0.065,0.05,0.466
30/03/2019 04:00:00,0.133,0.302,0.066,0.062,0.413
30/03/2019 05:00:00,0.14,0.297,0.062,0.078,0.387
30/03/2019 06:00:00,0.133,0.274,0.055,0.082,0.379
30/03/2019 07:00:00,0.132,0.256,0.063,0.058,0.408
30/03/2019 08:00:00,0.129,0.245,0.074,0.046,0.452
30/03/2019 09:00:00,0.129,0.26,0.077,0.044,0.519
30/03/2019 10:00:00,0.154,0.309,0.074,0.043,0.613
30/03/2019 11:00:00,0.209,0.376,0.083,0.042,0.714
30/03/2019 12:00:00,0.284,0.44,0.094,0.04,0.804
30/03/2019 13:00:00,0.37,0.489,0.104,0.035,0.868
30/03/2019 14:00:00,0.449,0.519,0.113,0.029,0.903
30/03/2019 15:00:00,0.485,0.522,0.112,0.025,0.919
30/03/2019 16:00:00,0.487,0.516,0.12,0.022,0.928
30/03/2019 17:00:00,0.498,0.506,0.134,0.018,0.933
30/03/2019 18:00:00,0.498,0.459,0.115,0.014,0.927
30/03/2019 19:00:00,0.501,0.385,0.092,0.024,0.909
30/03/2019 20:00:00,0.504,0.316,0.076,0.045,0.893
30/03/2019 21:00:00,0.501,0.279,0.067,0.058,0.867
30/03/2019 22:00:00,0.492,0.249,0.066,0.057,0.851
30/03/2019 23:00:00,0.479,0.209,0.068,0.053,0.826
31/03/2019 00:00:00,0.46,0.17,0.073,0.046,0.785
31/03/2019 01:00:00,0.425,0.131,0.089,0.037,0.729
31/03/2019 02:00:00,0.376,0.105,0.105,0.03,0.664
31/03/2019 03:00:00,0.322,0.091,0.123,0.02,0.585
31/03/2019 04:00:00,0.284,0.084,0.152,0.013,0.491
31/03/2019 05:00:00,0.274,0.089,0.217,0.008,0.389
31/03/2019 06:00:00,0.251,0.092,0.259,0.007,0.294
31/03/2019 07:00:00,0.245,0.073,0.288,0.008,0.233
31/03/2019 08:00:00,0.271,0.035,0.305,0.015,0.187
31/03/2019 09:00:00,0.303,0.011,0.304,0.029,0.181
31/03/2019 10:00:00,0.322,0.002,0.305,0.035,0.208
31/03/2019 11:00:00,0.332,0.001,0.302,0.035,0.248
31/03/2019 12:00:00,0.34,0.002,0.297,0.037,0.294
31/03/2019 13:00:00,0.335,0.003,0.311,0.048,0.341
31/03/2019 14:00:00,0.321,0.004,0.316,0.074,0.386
31/03/2019 15:00:00,0.3,0.004,0.341,0.124,0.403
31/03/2019 16:00:00,0.279,0.044,0.42,0.197,0.383
31/03/2019 17:00:00,0.252,0.022,0.491,0.249,0.362
31/03/2019 18:00:00,0.22,0.005,0.538,0.266,0.305
31/03/2019 19:00:00,0.233,0.022,0.564,0.249,0.22
31/03/2019 20:00:00,0.311,0.054,0.55,0.215,0.169
31/03/2019 21:00:00,0.395,0.104,0.528,0.178,0.176
31/03/2019 22:00:00,0.422,0.135,0.534,0.153,0.206
31/03/2019 23:00:00,0.391,0.144,0.548,0.145,0.239
01/04/2019 00:00:00,0.328,0.162,0.57,0.153,0.264
01/04/2019 01:00:00,0.27,0.18,0.603,0.164,0.27
01/04/2019 02:00:00,0.236,0.243,0.635,0.17,0.254
01/04/2019 03:00:00,0.21,0.32,0.635,0.167,0.228
01/04/2019 04:00:00,0.191,0.346,0.601,0.157,0.198
01/04/2019 05:00:00,0.171,0.334,0.562,0.137,0.167
01/04/2019 06:00:00,0.13,0.289,0.522,0.099,0.133
01/04/2019 07:00:00,0.087,0.266,0.522,0.074,0.107
01/04/2019 08:00:00,0.066,0.249,0.511,0.055,0.083
01/04/2019 09:00:00,0.058,0.225,0.45,0.041,0.068
01/04/2019 10:00:00,0.07,0.175,0.384,0.035,0.064
01/04/2019 11:00:00,0.095,0.11,0.333,0.034,0.064
01/04/2019 12:00:00,0.125,0.058,0.283,0.035,0.07
01/04/2019 13:00:00,0.148,0.025,0.234,0.035,0.077
01/04/2019 14:00:00,0.154,0.008,0.185,0.032,0.082
01/04/2019 15:00:00,0.14,0.005,0.147,0.034,0.077
01/04/2019 16:00:00,0.127,0.022,0.128,0.041,0.058
01/04/2019 17:00:00,0.112,0.058,0.105,0.036,0.035
01/04/2019 18:00:00,0.096,0.096,0.07,0.026,0.016
01/04/2019 19:00:00,0.096,0.126,0.039,0.023,0.008
01/04/2019 20:00:00,0.113,0.144,0.017,0.028,0.012
01/04/2019 21:00:00,0.132,0.15,0.013,0.041,0.017
01/04/2019 22:00:00,0.146,0.147,0.022,0.075,0.012
01/04/2019 23:00:00,0.159,0.146,0.041,0.133,0.005
02/04/2019 00:00:00,0.159,0.149,0.062,0.206,0.003
02/04/2019 01:00:00,0.142,0.153,0.079,0.281,0.003
02/04/2019 02:00:00,0.111,0.155,0.091,0.349,0.002
02/04/2019 03:00:00,0.087,0.14,0.095,0.38,0.003
02/04/2019 04:00:00,0.083,0.112,0.091,0.381,0.008
02/04/2019 05:00:00,0.092,0.082,0.08,0.368,0.015
02/04/2019 06:00:00,0.093,0.054,0.054,0.3,0.025
02/04/2019 07:00:00,0.078,0.035,0.026,0.249,0.039
02/04/2019 08:00:00,0.084,0.021,0.023,0.21,0.056
02/04/2019 09:00:00,0.079,0.016,0.052,0.179,0.074
02/04/2019 10:00:00,0.056,0.025,0.135,0.155,0.086
02/04/2019 11:00:00,0.046,0.049,0.256,0.139,0.089
02/04/2019 12:00:00,0.073,0.094,0.358,0.127,0.089
02/04/2019 13:00:00,0.134,0.139,0.404,0.115,0.091
02/04/2019 14:00:00,0.223,0.157,0.42,0.102,0.095
02/04/2019 15:00:00,0.318,0.137,0.413,0.099,0.111
02/04/2019 16:00:00,0.368,0.096,0.369,0.087,0.139
02/04/2019 17:00:00,0.355,0.063,0.305,0.067,0.164
02/04/2019 18:00:00,0.321,0.045,0.253,0.046,0.183
02/04/2019 19:00:00,0.328,0.039,0.249,0.033,0.214
02/04/2019 20:00:00,0.379,0.044,0.268,0.032,0.256
02/04/2019 21:00:00,0.407,0.053,0.307,0.033,0.304
02/04/2019 22:00:00,0.388,0.069,0.334,0.03,0.349
02/04/2019 23:00:00,0.374,0.096,0.334,0.029,0.396
03/04/2019 00:00:00,0.371,0.144,0.326,0.033,0.417
03/04/2019 01:00:00,0.374,0.214,0.28,0.043,0.413
03/04/2019 02:00:00,0.362,0.266,0.195,0.058,0.417
03/04/2019 03:00:00,0.336,0.289,0.105,0.075,0.447
03/04/2019 04:00:00,0.328,0.343,0.043,0.101,0.498
03/04/2019 05:00:00,0.328,0.442,0.013,0.127,0.556
03/04/2019 06:00:00,0.289,0.514,0.003,0.135,0.59
03/04/2019 07:00:00,0.206,0.585,0.003,0.138,0.622
03/04/2019 08:00:00,0.155,0.642,0.003,0.127,0.658
03/04/2019 09:00:00,0.127,0.702,0.006,0.106,0.668
03/04/2019 10:00:00,0.127,0.763,0.024,0.084,0.677
03/04/2019 11:00:00,0.14,0.811,0.046,0.075,0.694
03/04/2019 12:00:00,0.175,0.835,0.055,0.072,0.693
03/04/2019 13:00:00,0.201,0.831,0.064,0.07,0.69
03/04/2019 14:00:00,0.22,0.803,0.081,0.083,0.666
03/04/2019 15:00:00,0.266,0.778,0.112,0.125,0.635
03/04/2019 16:00:00,0.323,0.767,0.168,0.193,0.615
03/04/2019 17:00:00,0.361,0.786,0.241,0.297,0.607
03/04/2019 18:00:00,0.374,0.815,0.278,0.374,0.599
03/04/2019 19:00:00,0.347,0.847,0.289,0.42,0.594
03/04/2019 20:00:00,0.298,0.867,0.308,0.459,0.599
