Time,VIE,MAZZ,SARD_SE,SARD_NE,SML
18/01/2019 15:00:00,0.342,0.112,0.471,0.788,0.357
18/01/2019 16:00:00,0.374,0.084,0.602,0.763,0.408
18/01/2019 17:00:00,0.424,0.063,0.665,0.73,0.472
18/01/2019 18:00:00,0.468,0.057,0.663,0.692,0.523
18/01/2019 19:00:00,0.488,0.06,0.644,0.653,0.545
18/01/2019 20:00:00,0.48,0.072,0.613,0.613,0.561
18/01/2019 21:00:00,0.46,0.104,0.578,0.574,0.549
18/01/2019 22:00:00,0.432,0.15,0.536,0.54,0.503
18/01/2019 23:00:00,0.389,0.189,0.498,0.513,0.445
19/01/2019 00:00:00,0.343,0.203,0.457,0.484,0.391
19/01/2019 01:00:00,0.307,0.193,0.4,0.454,0.343
19/01/2019 02:00:00,0.27,0.17,0.35,0.437,0.302
19/01/2019 03:00:00,0.22,0.144,0.286,0.432,0.259
19/01/2019 04:00:00,0.172,0.127,0.231,0.42,0.237
19/01/2019 05:00:00,0.135,0.117,0.192,0.398,0.246
19/01/2019 06:00:00,0.111,0.117,0.155,0.374,0.278
19/01/2019 07:00:00,0.088,0.117,0.112,0.341,0.326
19/01/2019 08:00:00,0.067,0.11,0.068,0.291,0.376
19/01/2019 09:00:00,0.05,0.094,0.029,0.272,0.426
19/01/2019 10:00:00,0.041,0.085,0.018,0.289,0.432
19/01/2019 11:00:00,0.029,0.093,0.028,0.337,0.417
19/01/2019 12:00:00,0.017,0.095,0.047,0.388,0.388
19/01/2019 13:00:00,0.009,0.088,0.065,0.411,0.359
19/01/2019 14:00:00,0.007,0.074,0.073,0.401,0.352
19/01/2019 15:00:00,0.007,0.074,0.068,0.382,0.358
19/01/2019 16:00:00,0.006,0.078,0.059,0.337,0.363
19/01/2019 17:00:00,0.009,0.076,0.054,0.268,0.358
19/01/2019 18:00:00,0.027,0.069,0.058,0.208,0.343
19/01/2019 19:00:00,0.071,0.055,0.067,0.163,0.302
19/01/2019 20:00:00,0.142,0.039,0.068,0.135,0.227
19/01/2019 21:00:00,0.231,0.028,0.078,0.127,0.162
19/01/2019 22:00:00,0.296,0.036,0.123,0.137,0.125
19/01/2019 23:00:00,0.343,0.06,0.192,0.155,0.107
20/01/2019 00:00:00,0.371,0.105,0.256,0.175,0.097
20/01/2019 01:00:00,0.382,0.167,0.297,0.192,0.093
20/01/2019 02:00:00,0.376,0.232,0.313,0.208,0.086
20/01/2019 03:00:00,0.347,0.278,0.302,0.192,0.077
20/01/2019 04:00:00,0.299,0.294,0.252,0.147,0.067
20/01/2019 05:00:00,0.241,0.295,0.175,0.105,0.053
20/01/2019 06:00:00,0.186,0.316,0.101,0.076,0.041
20/01/2019 07:00:00,0.138,0.339,0.056,0.056,0.023
20/01/2019 08:00:00,0.094,0.326,0.02,0.034,0.002
20/01/2019 09:00:00,0.059,0.305,0.012,0.01,0.001
20/01/2019 10:00:00,0.028,0.291,0.014,0.004,0.002
20/01/2019 11:00:00,0.012,0.285,0.015,0.003,0.004
20/01/2019 12:00:00,0.011,0.257,0.016,0.002,0.005
20/01/2019 13:00:00,0.019,0.203,0.013,0.002,0.007
20/01/2019 14:00:00,0.045,0.151,0.013,0.005,0.023
20/01/2019 15:00:00,0.079,0.119,0.025,0.02,0.044
20/01/2019 16:00:00,0.113,0.114,0.048,0.035,0.065
20/01/2019 17:00:00,0.131,0.133,0.073,0.045,0.085
20/01/2019 18:00:00,0.134,0.185,0.103,0.063,0.103
20/01/2019 19:00:00,0.137,0.265,0.145,0.085,0.119
20/01/2019 20:00:00,0.138,0.352,0.192,0.091,0.132
20/01/2019 21:00:00,0.131,0.432,0.261,0.083,0.135
20/01/2019 22:00:00,0.12,0.507,0.345,0.083,0.126
20/01/2019 23:00:00,0.115,0.586,0.415,0.095,0.11
21/01/2019 00:00:00,0.128,0.659,0.493,0.111,0.093
21/01/2019 01:00:00,0.151,0.721,0.575,0.123,0.076
21/01/2019 02:00:00,0.181,0.765,0.591,0.144,0.063
21/01/2019 03:00:00,0.214,0.78,0.568,0.181,0.061
21/01/2019 04:00:00,0.241,0.778,0.528,0.221,0.078
21/01/2019 05:00:00,0.254,0.78,0.528,0.259,0.114
21/01/2019 06:00:00,0.272,0.792,0.51,0.278,0.167
21/01/2019 07:00:00,0.26,0.8,0.466,0.286,0.228
21/01/2019 08:00:00,0.237,0.804,0.413,0.296,0.289
21/01/2019 09:00:00,0.233,0.819,0.346,0.297,0.352
21/01/2019 10:00:00,0.245,0.827,0.276,0.302,0.404
21/01/2019 11:00:00,0.271,0.812,0.214,0.329,0.447
21/01/2019 12:00:00,0.304,0.768,0.137,0.391,0.487
21/01/2019 13:00:00,0.348,0.705,0.059,0.461,0.535
21/01/2019 14:00:00,0.409,0.642,0.012,0.513,0.59
21/01/2019 15:00:00,0.476,0.559,0.173,0.568,0.644
21/01/2019 16:00:00,0.534,0.472,0.612,0.626,0.69
21/01/2019 17:00:00,0.571,0.415,0.839,0.685,0.73
21/01/2019 18:00:00,0.59,0.425,0.844,0.742,0.758
21/01/2019 19:00:00,0.59,0.501,0.788,0.794,0.78
21/01/2019 20:00:00,0.592,0.618,0.773,0.823,0.808
21/01/2019 21:00:00,0.622,0.734,0.771,0.826,0.844
21/01/2019 22:00:00,0.644,0.804,0.759,0.821,0.883
21/01/2019 23:00:00,0.647,0.829,0.765,0.813,0.91
22/01/2019 00:00:00,0.644,0.84,0.769,0.791,0.918
22/01/2019 01:00:00,0.644,0.867,0.779,0.757,0.938
22/01/2019 02:00:00,0.654,0.895,0.768,0.707,0.954
22/01/2019 03:00:00,0.622,0.902,0.772,0.649,0.952
22/01/2019 04:00:00,0.54,0.897,0.777,0.58,0.947
22/01/2019 05:00:00,0.435,0.887,0.759,0.507,0.944
22/01/2019 06:00:00,0.324,0.882,0.752,0.443,0.942
22/01/2019 07:00:00,0.243,0.876,0.756,0.38,0.943
22/01/2019 08:00:00,0.209,0.868,0.771,0.312,0.947
22/01/2019 09:00:00,0.225,0.851,0.794,0.266,0.945
22/01/2019 10:00:00,0.251,0.829,0.812,0.253,0.921
22/01/2019 11:00:00,0.302,0.811,0.833,0.3,0.883
22/01/2019 12:00:00,0.358,0.788,0.851,0.37,0.841
22/01/2019 13:00:00,0.401,0.75,0.867,0.437,0.802
22/01/2019 14:00:00,0.447,0.697,0.88,0.492,0.785
22/01/2019 15:00:00,0.566,0.628,0.864,0.524,0.788
22/01/2019 16:00:00,0.73,0.588,0.831,0.527,0.786
22/01/2019 17:00:00,0.822,0.583,0.775,0.525,0.773
22/01/2019 18:00:00,0.844,0.605,0.706,0.516,0.754
22/01/2019 19:00:00,0.839,0.614,0.653,0.519,0.725
22/01/2019 20:00:00,0.813,0.601,0.61,0.556,0.666
22/01/2019 21:00:00,0.795,0.59,0.578,0.603,0.586
22/01/2019 22:00:00,0.774,0.564,0.563,0.626,0.523
22/01/2019 23:00:00,0.739,0.529,0.532,0.619,0.481
23/01/2019 00:00:00,0.673,0.475,0.47,0.6,0.45
23/01/2019 01:00:00,0.591,0.407,0.397,0.577,0.428
23/01/2019 02:00:00,0.533,0.332,0.315,0.557,0.386
23/01/2019 03:00:00,0.494,0.272,0.252,0.566,0.326
23/01/2019 04:00:00,0.447,0.233,0.201,0.599,0.301
23/01/2019 05:00:00,0.429,0.212,0.16,0.631,0.317
23/01/2019 06:00:00,0.435,0.206,0.142,0.637,0.328
23/01/2019 07:00:00,0.42,0.21,0.136,0.682,0.33
23/01/2019 08:00:00,0.391,0.227,0.133,0.756,0.315
23/01/2019 09:00:00,0.368,0.296,0.155,0.796,0.261
23/01/2019 10:00:00,0.333,0.403,0.21,0.821,0.17
23/01/2019 11:00:00,0.272,0.506,0.282,0.813,0.072
23/01/2019 12:00:00,0.197,0.571,0.328,0.772,0.013
23/01/2019 13:00:00,0.134,0.578,0.34,0.724,0.003
23/01/2019 14:00:00,0.09,0.556,0.36,0.656,0.032
23/01/2019 15:00:00,0.073,0.57,0.36,0.578,0.071
23/01/2019 16:00:00,0.073,0.597,0.29,0.484,0.102
23/01/2019 17:00:00,0.086,0.607,0.216,0.362,0.133
23/01/2019 18:00:00,0.106,0.607,0.249,0.285,0.148
23/01/2019 19:00:00,0.114,0.605,0.386,0.309,0.14
23/01/2019 20:00:00,0.095,0.633,0.574,0.429,0.115
23/01/2019 21:00:00,0.068,0.703,0.664,0.508,0.095
23/01/2019 22:00:00,0.044,0.777,0.911,0.442,0.099
23/01/2019 23:00:00,0.033,0.854,0.958,0.401,0.098
24/01/2019 00:00:00,0.042,0.913,0.97,0.347,0.074
24/01/2019 01:00:00,0.071,0.942,0.963,0.198,0.054
24/01/2019 02:00:00,0.109,0.896,0.953,0.14,0.057
24/01/2019 03:00:00,0.139,0.821,0.943,0.279,0.077
24/01/2019 04:00:00,0.193,0.896,0.941,0.618,0.128
24/01/2019 05:00:00,0.293,0.877,0.96,0.868,0.219
24/01/2019 06:00:00,0.42,0.875,0.944,0.978,0.332
24/01/2019 07:00:00,0.541,0.928,0.786,0.986,0.454
24/01/2019 08:00:00,0.663,0.917,0.283,0.952,0.58
24/01/2019 09:00:00,0.725,0.894,0.49,0.946,0.697
24/01/2019 10:00:00,0.735,0.858,0.733,0.956,0.778
24/01/2019 11:00:00,0.758,0.866,0.697,0.955,0.833
24/01/2019 12:00:00,0.794,0.908,0.733,0.962,0.88
24/01/2019 13:00:00,0.831,0.944,0.845,0.982,0.924
24/01/2019 14:00:00,0.867,0.97,0.895,0.99,0.959
24/01/2019 15:00:00,0.894,0.965,0.903,0.991,0.98
24/01/2019 16:00:00,0.913,0.92,0.894,0.988,0.989
24/01/2019 17:00:00,0.922,0.726,0.88,0.985,0.991
24/01/2019 18:00:00,0.924,0.332,0.889,0.982,0.991
24/01/2019 19:00:00,0.93,0.087,0.921,0.976,0.991
24/01/2019 20:00:00,0.94,0.061,0.956,0.963,0.991
24/01/2019 21:00:00,0.947,0.227,0.97,0.944,0.989
24/01/2019 22:00:00,0.951,0.447,0.976,0.93,0.942
24/01/2019 23:00:00,0.955,0.624,0.976,0.911,0.925
25/01/2019 00:00:00,0.961,0.733,0.964,0.894,0.951
25/01/2019 01:00:00,0.968,0.794,0.943,0.886,0.936
25/01/2019 02:00:00,0.972,0.839,0.921,0.884,0.857
25/01/2019 03:00:00,0.973,0.86,0.895,0.891,0.724
25/01/2019 04:00:00,0.971,0.874,0.857,0.9,0.521
25/01/2019 05:00:00,0.964,0.897,0.817,0.907,0.313
25/01/2019 06:00:00,0.943,0.917,0.796,0.917,0.182
25/01/2019 07:00:00,0.926,0.94,0.736,0.917,0.118
25/01/2019 08:00:00,0.907,0.953,0.688,0.911,0.078
25/01/2019 09:00:00,0.87,0.952,0.728,0.894,0.053
25/01/2019 10:00:00,0.835,0.939,0.727,0.866,0.032
25/01/2019 11:00:00,0.812,0.924,0.724,0.839,0.011
25/01/2019 12:00:00,0.805,0.931,0.72,0.819,0.019
25/01/2019 13:00:00,0.824,0.952,0.71,0.801,0.058
25/01/2019 14:00:00,0.843,0.97,0.697,0.783,0.126
25/01/2019 15:00:00,0.875,0.982,0.697,0.786,0.233
25/01/2019 16:00:00,0.912,0.987,0.74,0.801,0.359
25/01/2019 17:00:00,0.93,0.985,0.768,0.815,0.441
25/01/2019 18:00:00,0.938,0.982,0.772,0.829,0.502
25/01/2019 19:00:00,0.936,0.979,0.753,0.827,0.59
25/01/2019 20:00:00,0.92,0.975,0.724,0.822,0.69
25/01/2019 21:00:00,0.903,0.971,0.686,0.834,0.791
25/01/2019 22:00:00,0.896,0.965,0.674,0.82,0.854
25/01/2019 23:00:00,0.904,0.959,0.679,0.817,0.889
26/01/2019 00:00:00,0.918,0.96,0.686,0.805,0.919
26/01/2019 01:00:00,0.929,0.965,0.716,0.789,0.943
26/01/2019 02:00:00,0.939,0.967,0.743,0.766,0.96
26/01/2019 03:00:00,0.937,0.966,0.779,0.727,0.969
26/01/2019 04:00:00,0.925,0.965,0.785,0.69,0.974
26/01/2019 05:00:00,0.907,0.961,0.791,0.637,0.975
26/01/2019 06:00:00,0.886,0.951,0.778,0.58,0.973
26/01/2019 07:00:00,0.87,0.924,0.737,0.501,0.968
26/01/2019 08:00:00,0.849,0.872,0.641,0.404,0.964
26/01/2019 09:00:00,0.834,0.785,0.672,0.304,0.953
26/01/2019 10:00:00,0.813,0.667,0.646,0.223,0.94
26/01/2019 11:00:00,0.804,0.555,0.59,0.175,0.928
26/01/2019 12:00:00,0.805,0.557,0.525,0.153,0.918
26/01/2019 13:00:00,0.798,0.607,0.457,0.142,0.912
26/01/2019 14:00:00,0.808,0.641,0.38,0.135,0.909
26/01/2019 15:00:00,0.807,0.682,0.355,0.156,0.909
26/01/2019 16:00:00,0.801,0.72,0.402,0.184,0.908
26/01/2019 17:00:00,0.764,0.722,0.469,0.233,0.903
26/01/2019 18:00:00,0.708,0.713,0.54,0.337,0.898
26/01/2019 19:00:00,0.654,0.687,0.61,0.481,0.892
26/01/2019 20:00:00,0.592,0.639,0.667,0.604,0.879
26/01/2019 21:00:00,0.556,0.578,0.7,0.666,0.874
26/01/2019 22:00:00,0.557,0.539,0.717,0.718,0.867
26/01/2019 23:00:00,0.571,0.529,0.74,0.794,0.849
27/01/2019 00:00:00,0.561,0.502,0.763,0.849,0.821
27/01/2019 01:00:00,0.481,0.442,0.782,0.868,0.8
27/01/2019 02:00:00,0.332,0.348,0.777,0.881,0.786
27/01/2019 03:00:00,0.164,0.282,0.725,0.888,0.72
27/01/2019 04:00:00,0.053,0.266,0.627,0.876,0.575
27/01/2019 05:00:00,0.035,0.253,0.544,0.849,0.398
27/01/2019 06:00:00,0.113,0.243,0.522,0.82,0.251
27/01/2019 07:00:00,0.201,0.243,0.571,0.804,0.142
27/01/2019 08:00:00,0.243,0.278,0.654,0.826,0.048
27/01/2019 09:00:00,0.306,0.314,0.722,0.861,0.029
27/01/2019 10:00:00,0.362,0.344,0.787,0.881,0.049
27/01/2019 11:00:00,0.395,0.382,0.822,0.896,0.093
27/01/2019 12:00:00,0.395,0.409,0.831,0.894,0.144
27/01/2019 13:00:00,0.382,0.42,0.816,0.876,0.183
27/01/2019 14:00:00,0.399,0.42,0.742,0.815,0.233
27/01/2019 15:00:00,0.501,0.447,0.68,0.748,0.311
27/01/2019 16:00:00,0.583,0.508,0.671,0.72,0.4
27/01/2019 17:00:00,0.661,0.605,0.709,0.765,0.494
27/01/2019 18:00:00,0.725,0.74,0.759,0.829,0.58
27/01/2019 19:00:00,0.75,0.849,0.795,0.897,0.644
27/01/2019 20:00:00,0.749,0.902,0.78,0.937,0.672
27/01/2019 21:00:00,0.742,0.91,0.844,0.957,0.668
27/01/2019 22:00:00,0.75,0.879,0.898,0.969,0.666
27/01/2019 23:00:00,0.791,0.856,0.89,0.979,0.678
28/01/2019 00:00:00,0.84,0.849,0.876,0.986,0.697
28/01/2019 01:00:00,0.877,0.902,0.921,0.989,0.715
28/01/2019 02:00:00,0.899,0.919,0.951,0.991,0.744
28/01/2019 03:00:00,0.907,0.894,0.957,0.99,0.791
28/01/2019 04:00:00,0.909,0.868,0.958,0.986,0.845
28/01/2019 05:00:00,0.912,0.855,0.961,0.982,0.89
28/01/2019 06:00:00,0.903,0.856,0.964,0.982,0.92
28/01/2019 07:00:00,0.86,0.849,0.965,0.987,0.935
28/01/2019 08:00:00,0.777,0.841,0.973,0.991,0.965
28/01/2019 09:00:00,0.789,0.832,0.979,0.991,0.983
28/01/2019 10:00:00,0.829,0.841,0.985,0.988,0.99
28/01/2019 11:00:00,0.843,0.87,0.987,0.986,0.989
28/01/2019 12:00:00,0.835,0.904,0.984,0.985,0.984
28/01/2019 13:00:00,0.82,0.932,0.97,0.982,0.968
28/01/2019 14:00:00,0.788,0.945,0.943,0.973,0.946
28/01/2019 15:00:00,0.784,0.941,0.884,0.952,0.911
28/01/2019 16:00:00,0.823,0.926,0.834,0.926,0.868
28/01/2019 17:00:00,0.845,0.897,0.856,0.879,0.831
28/01/2019 18:00:00,0.85,0.846,0.851,0.788,0.782
28/01/2019 19:00:00,0.834,0.791,0.812,0.653,0.7
28/01/2019 20:00:00,0.785,0.75,0.82,0.471,0.594
28/01/2019 21:00:00,0.692,0.72,0.865,0.323,0.501
28/01/2019 22:00:00,0.574,0.666,0.872,0.266,0.425
28/01/2019 23:00:00,0.429,0.585,0.867,0.269,0.361
29/01/2019 00:00:00,0.296,0.538,0.888,0.334,0.286
29/01/2019 01:00:00,0.205,0.596,0.887,0.428,0.198
29/01/2019 02:00:00,0.142,0.682,0.878,0.503,0.124
29/01/2019 03:00:00,0.104,0.592,0.872,0.566,0.068
29/01/2019 04:00:00,0.069,0.599,0.869,0.592,0.023
29/01/2019 05:00:00,0.036,0.802,0.868,0.566,0.006
29/01/2019 06:00:00,0.016,0.86,0.89,0.509,0.015
29/01/2019 07:00:00,0.008,0.816,0.889,0.445,0.033
29/01/2019 08:00:00,0.006,0.777,0.858,0.365,0.039
29/01/2019 09:00:00,0.005,0.77,0.827,0.282,0.048
29/01/2019 10:00:00,0.009,0.737,0.762,0.23,0.064
29/01/2019 11:00:00,0.026,0.723,0.729,0.218,0.093
29/01/2019 12:00:00,0.058,0.753,0.726,0.187,0.147
29/01/2019 13:00:00,0.099,0.806,0.704,0.159,0.245
29/01/2019 14:00:00,0.163,0.834,0.711,0.174,0.329
29/01/2019 15:00:00,0.218,0.82,0.722,0.234,0.33
29/01/2019 16:00:00,0.246,0.799,0.746,0.314,0.316
29/01/2019 17:00:00,0.259,0.777,0.733,0.362,0.361
29/01/2019 18:00:00,0.259,0.75,0.682,0.393,0.452
29/01/2019 19:00:00,0.267,0.718,0.649,0.432,0.551
29/01/2019 20:00:00,0.289,0.692,0.615,0.472,0.642
29/01/2019 21:00:00,0.307,0.691,0.516,0.491,0.711
29/01/2019 22:00:00,0.323,0.697,0.33,0.476,0.748
29/01/2019 23:00:00,0.334,0.685,0.196,0.403,0.757
30/01/2019 00:00:00,0.328,0.646,0.165,0.275,0.758
30/01/2019 01:00:00,0.329,0.559,0.145,0.198,0.77
30/01/2019 02:00:00,0.344,0.447,0.155,0.215,0.75
30/01/2019 03:00:00,0.348,0.389,0.248,0.27,0.701
30/01/2019 04:00:00,0.338,0.4,0.426,0.344,0.642
30/01/2019 05:00:00,0.311,0.464,0.73,0.466,0.571
30/01/2019 06:00:00,0.264,0.566,0.899,0.586,0.502
30/01/2019 07:00:00,0.221,0.574,0.926,0.732,0.41
30/01/2019 08:00:00,0.185,0.622,0.955,0.883,0.32
30/01/2019 09:00:00,0.158,0.742,0.961,0.965,0.217
30/01/2019 10:00:00,0.144,0.832,0.967,0.981,0.133
30/01/2019 11:00:00,0.128,0.891,0.977,0.988,0.087
30/01/2019 12:00:00,0.11,0.916,0.983,0.991,0.068
30/01/2019 13:00:00,0.091,0.91,0.985,0.99,0.068
30/01/2019 14:00:00,0.089,0.906,0.983,0.988,0.103
30/01/2019 15:00:00,0.121,0.917,0.976,0.986,0.135
30/01/2019 16:00:00,0.195,0.94,0.961,0.986,0.196
30/01/2019 17:00:00,0.325,0.952,0.941,0.987,0.309
30/01/2019 18:00:00,0.48,0.963,0.925,0.987,0.443
30/01/2019 19:00:00,0.597,0.97,0.93,0.988,0.566
30/01/2019 20:00:00,0.652,0.969,0.95,0.99,0.651
30/01/2019 21:00:00,0.696,0.962,0.941,0.991,0.734
30/01/2019 22:00:00,0.744,0.958,0.916,0.986,0.75
30/01/2019 23:00:00,0.798,0.958,0.903,0.972,0.646
31/01/2019 00:00:00,0.836,0.946,0.89,0.948,0.547
31/01/2019 01:00:00,0.852,0.9,0.878,0.912,0.587
31/01/2019 02:00:00,0.857,0.823,0.858,0.857,0.71
31/01/2019 03:00:00,0.849,0.73,0.833,0.792,0.786
31/01/2019 04:00:00,0.825,0.666,0.82,0.745,0.847
31/01/2019 05:00:00,0.791,0.644,0.793,0.695,0.887
31/01/2019 06:00:00,0.791,0.668,0.724,0.659,0.896
31/01/2019 07:00:00,0.814,0.674,0.635,0.633,0.886
31/01/2019 08:00:00,0.828,0.661,0.612,0.61,0.888
31/01/2019 09:00:00,0.795,0.65,0.736,0.637,0.902
31/01/2019 10:00:00,0.725,0.618,0.817,0.655,0.904
31/01/2019 11:00:00,0.642,0.605,0.824,0.657,0.892
31/01/2019 12:00:00,0.555,0.635,0.826,0.635,0.868
31/01/2019 13:00:00,0.432,0.701,0.816,0.566,0.815
31/01/2019 14:00:00,0.276,0.763,0.824,0.473,0.729
31/01/2019 15:00:00,0.168,0.81,0.832,0.41,0.651
31/01/2019 16:00:00,0.167,0.847,0.841,0.459,0.583
31/01/2019 17:00:00,0.266,0.86,0.858,0.525,0.532
31/01/2019 18:00:00,0.418,0.846,0.868,0.571,0.508
31/01/2019 19:00:00,0.528,0.82,0.858,0.615,0.506
31/01/2019 20:00:00,0.564,0.8,0.853,0.621,0.507
31/01/2019 21:00:00,0.589,0.772,0.869,0.614,0.539
31/01/2019 22:00:00,0.658,0.73,0.879,0.626,0.602
31/01/2019 23:00:00,0.737,0.676,0.875,0.674,0.658
01/02/2019 00:00:00,0.777,0.634,0.867,0.703,0.707
01/02/2019 01:00:00,0.808,0.626,0.85,0.711,0.756
01/02/2019 02:00:00,0.837,0.653,0.837,0.726,0.789
01/02/2019 03:00:00,0.861,0.668,0.831,0.746,0.794
01/02/2019 04:00:00,0.888,0.662,0.828,0.765,0.806
01/02/2019 05:00:00,0.907,0.663,0.809,0.785,0.829
01/02/2019 06:00:00,0.91,0.685,0.788,0.806,0.855
01/02/2019 07:00:00,0.897,0.703,0.756,0.858,0.879
01/02/2019 08:00:00,0.887,0.769,0.772,0.876,0.916
01/02/2019 09:00:00,0.888,0.823,0.812,0.885,0.936
01/02/2019 10:00:00,0.876,0.862,0.823,0.897,0.941
01/02/2019 11:00:00,0.868,0.882,0.822,0.907,0.942
01/02/2019 12:00:00,0.879,0.895,0.793,0.923,0.941
01/02/2019 13:00:00,0.895,0.9,0.752,0.917,0.935
01/02/2019 14:00:00,0.9,0.898,0.647,0.895,0.926
01/02/2019 15:00:00,0.901,0.899,0.571,0.881,0.925
01/02/2019 16:00:00,0.896,0.917,0.527,0.881,0.928
01/02/2019 17:00:00,0.9,0.934,0.517,0.893,0.939
01/02/2019 18:00:00,0.91,0.947,0.597,0.89,0.948
01/02/2019 19:00:00,0.921,0.955,0.71,0.87,0.96
01/02/2019 20:00:00,0.928,0.959,0.804,0.856,0.968
01/02/2019 21:00:00,0.929,0.963,0.857,0.88,0.976
01/02/2019 22:00:00,0.929,0.956,0.882,0.897,0.98
01/02/2019 23:00:00,0.928,0.949,0.864,0.843,0.981
02/02/2019 00:00:00,0.931,0.943,0.796,0.834,0.98
02/02/2019 01:00:00,0.934,0.922,0.753,0.814,0.978
02/02/2019 02:00:00,0.931,0.899,0.771,0.785,0.978
02/02/2019 03:00:00,0.924,0.881,0.854,0.728,0.976
02/02/2019 04:00:00,0.917,0.862,0.898,0.682,0.975
02/02/2019 05:00:00,0.906,0.835,0.879,0.566,0.98
02/02/2019 06:00:00,0.921,0.786,0.819,0.497,0.982
02/02/2019 07:00:00,0.931,0.734,0.74,0.506,0.986
02/02/2019 08:00:00,0.932,0.722,0.801,0.444,0.99
02/02/2019 09:00:00,0.941,0.705,0.836,0.381,0.991
02/02/2019 10:00:00,0.951,0.672,0.821,0.41,0.991
02/02/2019 11:00:00,0.958,0.626,0.822,0.476,0.991
02/02/2019 12:00:00,0.964,0.55,0.82,0.456,0.991
02/02/2019 13:00:00,0.971,0.404,0.836,0.433,0.99
02/02/2019 14:00:00,0.979,0.39,0.839,0.446,0.989
02/02/2019 15:00:00,0.985,0.57,0.87,0.501,0.986
02/02/2019 16:00:00,0.988,0.627,0.882,0.539,0.981
02/02/2019 17:00:00,0.991,0.395,0.851,0.583,0.976
02/02/2019 18:00:00,0.991,0.178,0.822,0.61,0.972
02/02/2019 19:00:00,0.99,0.16,0.826,0.645,0.969
02/02/2019 20:00:00,0.986,0.245,0.827,0.682,0.968
02/02/2019 21:00:00,0.969,0.358,0.832,0.687,0.971
02/02/2019 22:00:00,0.917,0.45,0.837,0.68,0.977
02/02/2019 23:00:00,0.804,0.506,0.827,0.668,0.983
03/02/2019 00:00:00,0.653,0.574,0.845,0.653,0.986
03/02/2019 01:00:00,0.58,0.633,0.87,0.633,0.99
03/02/2019 02:00:00,0.551,0.662,0.885,0.603,0.99
03/02/2019 03:00:00,0.538,0.684,0.91,0.532,0.984
03/02/2019 04:00:00,0.484,0.687,0.924,0.521,0.974
03/02/2019 05:00:00,0.458,0.683,0.92,0.568,0.952
03/02/2019 06:00:00,0.442,0.666,0.906,0.642,0.92
03/02/2019 07:00:00,0.41,0.601,0.896,0.682,0.884
03/02/2019 08:00:00,0.444,0.518,0.914,0.706,0.832
03/02/2019 09:00:00,0.467,0.412,0.909,0.715,0.812
03/02/2019 10:00:00,0.439,0.337,0.897,0.692,0.78
03/02/2019 11:00:00,0.385,0.314,0.897,0.674,0.722
03/02/2019 12:00:00,0.364,0.325,0.906,0.647,0.644
03/02/2019 13:00:00,0.348,0.351,0.917,0.595,0.558
03/02/2019 14:00:00,0.325,0.37,0.92,0.525,0.482
03/02/2019 15:00:00,0.282,0.367,0.909,0.429,0.432
03/02/2019 16:00:00,0.244,0.337,0.889,0.343,0.393
03/02/2019 17:00:00,0.201,0.306,0.862,0.261,0.367
03/02/2019 18:00:00,0.156,0.288,0.827,0.181,0.354
03/02/2019 19:00:00,0.114,0.277,0.77,0.117,0.332
03/02/2019 20:00:00,0.083,0.265,0.659,0.077,0.296
03/02/2019 21:00:00,0.064,0.263,0.476,0.054,0.303
03/02/2019 22:00:00,0.054,0.246,0.294,0.042,0.376
03/02/2019 23:00:00,0.055,0.207,0.204,0.044,0.526
04/02/2019 00:00:00,0.074,0.164,0.222,0.062,0.682
04/02/2019 01:00:00,0.119,0.13,0.279,0.101,0.683
04/02/2019 02:00:00,0.19,0.104,0.334,0.167,0.62
04/02/2019 03:00:00,0.267,0.114,0.347,0.272,0.532
04/02/2019 04:00:00,0.308,0.154,0.356,0.396,0.44
04/02/2019 05:00:00,0.306,0.207,0.4,0.516,0.411
04/02/2019 06:00:00,0.314,0.274,0.476,0.636,0.46
04/02/2019 07:00:00,0.36,0.334,0.526,0.718,0.547
04/02/2019 08:00:00,0.486,0.399,0.604,0.777,0.639
04/02/2019 09:00:00,0.658,0.422,0.697,0.808,0.712
04/02/2019 10:00:00,0.682,0.408,0.747,0.803,0.704
04/02/2019 11:00:00,0.586,0.421,0.78,0.812,0.644
04/02/2019 12:00:00,0.618,0.459,0.815,0.834,0.548
04/02/2019 13:00:00,0.73,0.498,0.845,0.849,0.427
04/02/2019 14:00:00,0.774,0.55,0.867,0.855,0.349
04/02/2019 15:00:00,0.778,0.628,0.886,0.856,0.272
04/02/2019 16:00:00,0.777,0.759,0.907,0.863,0.227
04/02/2019 17:00:00,0.759,0.857,0.924,0.87,0.248
04/02/2019 18:00:00,0.746,0.914,0.933,0.881,0.285
04/02/2019 19:00:00,0.74,0.943,0.942,0.886,0.325
04/02/2019 20:00:00,0.732,0.969,0.948,0.884,0.361
04/02/2019 21:00:00,0.739,0.987,0.949,0.871,0.432
04/02/2019 22:00:00,0.738,0.991,0.939,0.845,0.516
04/02/2019 23:00:00,0.731,0.991,0.925,0.813,0.56
05/02/2019 00:00:00,0.738,0.989,0.898,0.791,0.59
05/02/2019 01:00:00,0.713,0.974,0.882,0.786,0.586
05/02/2019 02:00:00,0.682,0.959,0.88,0.791,0.533
05/02/2019 03:00:00,0.618,0.966,0.88,0.806,0.465
05/02/2019 04:00:00,0.538,0.979,0.883,0.823,0.416
05/02/2019 05:00:00,0.457,0.989,0.878,0.82,0.399
