locs,techs,timesteps,required_resource
CNOR,demand_power,2019-01-12 17:00:00,-4838100.842
CNOR,demand_power,2019-01-12 18:00:00,-4763126.728
CNOR,demand_power,2019-01-12 19:00:00,-4626106.669
CNOR,demand_power,2019-01-12 20:00:00,-4327911.341
CNOR,demand_power,2019-01-12 21:00:00,-4035360.632
CNOR,demand_power,2019-01-12 22:00:00,-3560562.65
CNOR,demand_power,2019-01-12 23:00:00,-3183359.715
CNOR,demand_power,2019-01-13 00:00:00,-2875161.838
CNOR,demand_power,2019-01-13 01:00:00,-2729035.994
CNOR,demand_power,2019-01-13 02:00:00,-2696998.593
CNOR,demand_power,2019-01-13 03:00:00,-2608168.447
CNOR,demand_power,2019-01-13 04:00:00,-2628791.92
CNOR,demand_power,2019-01-13 05:00:00,-2831287.993
CNOR,demand_power,2019-01-13 06:00:00,-3525048.831
CNOR,demand_power,2019-01-13 07:00:00,-4242926.006
CNOR,demand_power,2019-01-13 08:00:00,-4910216.017
CNOR,demand_power,2019-01-13 09:00:00,-5134975.992
CNOR,demand_power,2019-01-13 10:00:00,-5048371.758
CNOR,demand_power,2019-01-13 11:00:00,-5024773.924
CNOR,demand_power,2019-01-13 12:00:00,-4819014.636
CNOR,demand_power,2019-01-13 13:00:00,-4551931.239
CNOR,demand_power,2019-01-13 14:00:00,-4732659.486
CNOR,demand_power,2019-01-13 15:00:00,-4755256.497
CNOR,demand_power,2019-01-13 16:00:00,-4744653.813
CNOR,demand_power,2019-01-13 17:00:00,-4822937.192
CNOR,demand_power,2019-01-13 18:00:00,-4714880.3
CNOR,demand_power,2019-01-13 19:00:00,-4575161.577
CNOR,demand_power,2019-01-13 20:00:00,-4237422.825
CNOR,demand_power,2019-01-13 21:00:00,-3948864.344
CNOR,demand_power,2019-01-13 22:00:00,-3569935.46
CNOR,demand_power,2019-01-13 23:00:00,-3233427.18
CNOR,demand_power,2019-01-14 00:00:00,-2957031.674
CNOR,demand_power,2019-01-14 01:00:00,-2798324.225
CNOR,demand_power,2019-01-14 02:00:00,-2677584.062
CNOR,demand_power,2019-01-14 03:00:00,-2628544.032
CNOR,demand_power,2019-01-14 04:00:00,-2583191.229
CNOR,demand_power,2019-01-14 05:00:00,-2567939.966
CNOR,demand_power,2019-01-14 06:00:00,-2836685.022
CNOR,demand_power,2019-01-14 07:00:00,-3216534.89
CNOR,demand_power,2019-01-14 08:00:00,-3578558.327
CNOR,demand_power,2019-01-14 09:00:00,-3827906.792
CNOR,demand_power,2019-01-14 10:00:00,-3886357.309
CNOR,demand_power,2019-01-14 11:00:00,-3804210.879
